index	phage_id	marker_hashes	rbp_hashes	rbp_length	shannon_entropy	n_unique_markers
6488	GCA_015721555.1_19_fragment_1	e58bab053743c5c7596cb39ee651fa2b	56918e4ef5beb2940d327abddb6744fd	1378	0.0	1
6489	GCA_015721555.1_1_fragment_5	e58bab053743c5c7596cb39ee651fa2b	d6ec8589286c360149febca2b5056821	1711	0.0	1
6490	GCA_946480735.1_4_fragment_2	e58bab053743c5c7596cb39ee651fa2b	eb86c11c0403876519a137fd0465636f	300	0.0	1
6491	GCA_019677525.1_5_fragment_1	e58bab053743c5c7596cb39ee651fa2b	380bd9d59adb557559e4557fed6c3fe4	1009	0.0	1
6492	GCA_019677525.1_78_fragment_1	e58bab053743c5c7596cb39ee651fa2b	3e4d0c48ab2ecf3bb42d5948f169c6a5	794	0.0	1
6493	GCA_902158555.1_9_fragment_1	47322c8db7534d12fac8cbd63d8454ac	ee3878fed4d9055bf6e7940c4f5ce44f	1233	0.0	1
6494	GCA_902158555.1_47_fragment_3	47322c8db7534d12fac8cbd63d8454ac	9182144498ca986bdca1cedf76b6a880	1375	0.0	1
6495	GCA_902158555.1_34_fragment_3	47322c8db7534d12fac8cbd63d8454ac	498f9a48f04363179739df6ae1c1b742	598	0.0	1
6496	GCA_026224285.1_13_fragment_1	a4c091750c2ecdcb6270af56fd8879c4	84b1c4a32e37f57de6cac2903f22754f	855	0.0	1
6497	GCA_016636165.1_28_fragment_2	4352124aa1abc63506b435dd88ed6c24	f1f2d9b0e27ec02effeacaecf9a809c7	380	0.0	1
6498	GCA_030343795.1_160	f2b8031409944a77073f30cb8a808f6b	212ec8ef6022ab11fa83b8aa2159a998	836	0.0	1
6499	GCA_035284205.1_63	f2b8031409944a77073f30cb8a808f6b	d86b3578d87f2b111018888e192d368b	1057	0.0	1
6500	GCA_030344585.1_50_fragment_1	f2b8031409944a77073f30cb8a808f6b	c993e29750c642148ec8160fcace2d16	547	0.0	1
6501	GCA_030343165.1_183	f2b8031409944a77073f30cb8a808f6b	2c2698acc6f791b536f71bd73b4881e9	357	0.0	1
6502	GCA_030344645.1_56	f2b8031409944a77073f30cb8a808f6b	c5caf12ae29117cff46370b38fa737fe	390	0.0	1
6503	GCA_030343375.1_251	f2b8031409944a77073f30cb8a808f6b	f47910656f1289fe3ae4734cf8f166c8	596	0.0	1
6504	GCA_030344845.2_1_fragment_3	f2b8031409944a77073f30cb8a808f6b	391285ac175dfbc86d83cd0f4d372e6d	645	0.0	1
6505	GCA_030343045.2_1_fragment_21	f2b8031409944a77073f30cb8a808f6b	183f94ea5c57710235a40bcbf95948ff	645	0.0	1
6506	GCA_030343625.2_1_fragment_10	f2b8031409944a77073f30cb8a808f6b	e2404481ff3ed5e07a086cb052860933	645	0.0	1
6507	GCA_030343085.1_21_fragment_1,GCA_030344205.1_73_fragment_1	f2b8031409944a77073f30cb8a808f6b	d73c7255b6891f21fa36dedb33417da5	544	0.0	1
6508	GCA_026702885.1_5_fragment_8	f2b8031409944a77073f30cb8a808f6b	109cc405da89b2723d437c565a93f535	982	0.0	1
6509	GCA_032501275.1_114,GCA_034506895.1_6_fragment_1	f2b8031409944a77073f30cb8a808f6b	9e59a7c5ffced9fcef2650a1f0a75214	312	0.0	1
6510	GCA_030344465.1_64_fragment_1	f2b8031409944a77073f30cb8a808f6b	88f3f63993be84b8d0b3d2adca552339	1078	0.0	1
6511	GCA_030343715.1_11_fragment_1,GCA_030344405.1_259_fragment_1,GCA_030344795.1_20_fragment_1	f2b8031409944a77073f30cb8a808f6b	45de6277b5eb914d14978a0d3582af46	650	0.0	1
6512	GCA_030343655.1_42_fragment_1	f2b8031409944a77073f30cb8a808f6b	d8692a0628aad53de7f3cab3e2fba88c	1124	0.0	1
6513	GCA_041353115.1_26_fragment_1	f2b8031409944a77073f30cb8a808f6b	65a2dd9ca1f0d127a8af1839481f1d98	650	0.0	1
6514	GCA_030343165.1_32_fragment_1,GCA_030343955.1_51_fragment_1,GCA_030344645.1_32_fragment_1	f2b8031409944a77073f30cb8a808f6b	b48715c9cbb148202ad08237ba8bd64e	650	0.0	1
6515	GCA_030343515.1_231,GCA_030343595.1_226	f2b8031409944a77073f30cb8a808f6b	2466d7afd5de1ac930cc383886907f0e	650	0.0	1
6516	GCA_013826985.1_1_fragment_21	f2b8031409944a77073f30cb8a808f6b	3e44ea73876161a78ddc28d5db17caf2	957	0.0	1
6517	GCA_016774315.1_1_fragment_6,GCA_021228715.1_1_fragment_9	f2b8031409944a77073f30cb8a808f6b	f1e15cc9dad5bdc17bf89d650cf7c4c3	651	0.0	1
6518	GCA_031800355.1_12_fragment_1	f2b8031409944a77073f30cb8a808f6b	558021ab04548be5fceef61ff42aa0bb	1017	0.0	1
6519	GCA_002265085.1_42_fragment_1	f2b8031409944a77073f30cb8a808f6b	4a07ff42f9a3df9845186807d53ffe26	1017	0.0	1
6520	GCA_031799435.1_4_fragment_1	f2b8031409944a77073f30cb8a808f6b	f868f7a8e91b249ce976f0a8e6186d53	1017	0.0	1
6521	GCA_016773175.1_1_fragment_19,GCA_016774315.1_1_fragment_19,GCA_021228655.1_1_fragment_22,GCA_021228715.1_1_fragment_21	f2b8031409944a77073f30cb8a808f6b	24373d04c06ea7df7f18bcfcbcfd38c6	1375	0.0	1
6522	GCA_002984395.1_1_fragment_12	f2b8031409944a77073f30cb8a808f6b	d0ed54aff93cf9beecc9e2ad3982c6b4	1375	0.0	1
6523	GCA_018441525.1_2_fragment_1	f2b8031409944a77073f30cb8a808f6b	143eb0a592d95811a767bb134df965e7	1375	0.0	1
6524	GCA_030344825.2_1_fragment_1	f2b8031409944a77073f30cb8a808f6b	803736566b3d99ad57183f2deb12af3e	722	0.0	1
6525	GCA_030344255.1_154,GCA_030361405.1_61	f2b8031409944a77073f30cb8a808f6b	9bcc6ff91f0ea06714b2a01f35410129	382	0.0	1
6526	GCA_030344725.1_60	f2b8031409944a77073f30cb8a808f6b	25a501b508715446030ad4b76e997bee	407	0.0	1
6527	GCA_030344025.1_91_fragment_1,GCA_030344595.1_27_fragment_1	f2b8031409944a77073f30cb8a808f6b	b852f5613d1645ea61cebba5be2b8ead	642	0.0	1
6528	GCA_030343425.1_191_fragment_1,GCA_030343515.1_230_fragment_1,GCA_030343595.1_11_fragment_1	f2b8031409944a77073f30cb8a808f6b	3bdf2c5747a5110a39b4d5cfdbafa734	682	0.0	1
6529	GCA_013826985.1_1_fragment_11	f2b8031409944a77073f30cb8a808f6b	e4f0a65a8e687e21d888e2dd0ec67c4e	642	0.0	1
6530	GCA_030361405.1_59	f2b8031409944a77073f30cb8a808f6b	d51fabb9d46ecb3f524b17e6fb902b81	914	0.0	1
6531	GCA_012395905.1_13_fragment_1	f2b8031409944a77073f30cb8a808f6b	484c6671285468246bd0367296871adb	1143	0.0	1
6532	GCA_034506895.1_33_fragment_2	f2b8031409944a77073f30cb8a808f6b	d74b2975415acbbf0315813aead0bb57	642	0.0	1
6533	GCA_018441525.1_19_fragment_1	f2b8031409944a77073f30cb8a808f6b	a039555ed79ddfa88449acd67f6d5d5b	684	0.0	1
6534	GCA_001594375.1_4_fragment_1	f2b8031409944a77073f30cb8a808f6b	d8850a5053470641e8379fce8adf1350	298	0.0	1
6535	GCA_030343945.1_214_fragment_1	f2b8031409944a77073f30cb8a808f6b	303874290326c64e16116b7646648ed0	513	0.0	1
6536	GCA_030343225.1_202_fragment_1	f2b8031409944a77073f30cb8a808f6b	6bd069e155b013247bb3e268028b5b60	513	0.0	1
6537	GCA_030343375.1_216_fragment_1	f2b8031409944a77073f30cb8a808f6b	60a1f23869746d2cc87648b2cd7b710d	513	0.0	1
6538	GCA_030343045.2_1_fragment_8	f2b8031409944a77073f30cb8a808f6b	ba0910a2b2f2787a4b365937a44324d0	568	0.0	1
6539	GCA_026702885.1_5_fragment_6,GCA_030343625.2_1_fragment_23,GCA_905322525.2_1_fragment_20	f2b8031409944a77073f30cb8a808f6b	e51ba0e2b38a5ef03303ece5fee0888b	568	0.0	1
6540	GCA_030343625.2_1_fragment_5	f2b8031409944a77073f30cb8a808f6b	fc8541010386d3d07fce664e7dffc39b	506	0.0	1
6541	GCA_026702885.1_15_fragment_5	f2b8031409944a77073f30cb8a808f6b	a866bcd01f0860e652a2dee17b8cb0cd	1155	0.0	1
6542	GCA_030344565.1_20_fragment_1	f2b8031409944a77073f30cb8a808f6b	7eb588153c295295074d3803d6588633	1033	0.0	1
6543	GCA_030343085.1_66_fragment_1	f2b8031409944a77073f30cb8a808f6b	f05683f8c35d84749cd99dcfe6bc4cf4	1225	0.0	1
6544	GCA_016773175.1_1_fragment_6,GCA_021228655.1_1_fragment_9	f2b8031409944a77073f30cb8a808f6b	bc00a019f31466cf65f438ce777db4a6	500	0.0	1
6545	GCA_030343625.2_1_fragment_19	f2b8031409944a77073f30cb8a808f6b	e8652c1c37906ef64c7952b59ba9cba1	500	0.0	1
6546	GCA_030344845.2_1_fragment_11	f2b8031409944a77073f30cb8a808f6b	1e43dc37c79d961f72b106c36ba6e336	1186	0.0	1
6547	GCA_030344025.1_83_fragment_3,GCA_030344255.1_89_fragment_3,GCA_030344595.1_19_fragment_3,GCA_030361405.1_19_fragment_1	f2b8031409944a77073f30cb8a808f6b	13d183390fad34328a4f2b261b31abdb	1225	0.0	1
6548	GCA_030342865.1_215_fragment_1,GCA_030343295.1_202_fragment_1,GCA_030343545.1_203_fragment_1,GCA_030343785.1_226_fragment_1,GCA_030344075.1_206_fragment_1,GCA_030344265.1_101_fragment_1,GCA_030344505.1_147_fragment_1,GCA_030344565.1_60_fragment_1,GCA_030361415.1_48_fragment_1	f2b8031409944a77073f30cb8a808f6b	ce2101ac66868931a92e4973e6c054e7	1046	0.0	1
6549	GCA_026702885.1_5_fragment_17	f2b8031409944a77073f30cb8a808f6b	4231e9493c62740b0daeadbd18b94d3e	500	0.0	1
6550	GCA_030343625.2_1_fragment_18	f2b8031409944a77073f30cb8a808f6b	eec38b08220d2c9160fc0257079ea580	1186	0.0	1
6551	GCA_030343495.1_159,GCA_030343985.1_187	f2b8031409944a77073f30cb8a808f6b	2ceec579f08423f73cb11cadb851c401	860	0.0	1
6552	GCA_031799655.1_40_fragment_1	f2b8031409944a77073f30cb8a808f6b	4e3059f33fb29c13c9a0404d62b6fa3c	493	0.0	1
6553	GCA_905322525.2_1_fragment_5	f2b8031409944a77073f30cb8a808f6b	a8b82c59eac8b1dad685af214ad9f722	850	0.0	1
6554	GCA_030342985.1_147_fragment_1	f2b8031409944a77073f30cb8a808f6b	7c3374ff8446de1193aafee715bf8d2d	374	0.0	1
6555	GCA_034506895.1_25_fragment_1	f2b8031409944a77073f30cb8a808f6b	e7b4d13b9da2ff260585c46644e5bcfb	574	0.0	1
6556	GCA_030344105.1_148_fragment_1	f2b8031409944a77073f30cb8a808f6b	753ba7276cf7151f2a7382274e2e069a	604	0.0	1
6557	GCA_030342875.1_11_fragment_2	f2b8031409944a77073f30cb8a808f6b	7c84245f222c7e621f7e1c6e03802710	1419	0.0	1
6558	GCA_030342775.1_180_fragment_1	f2b8031409944a77073f30cb8a808f6b	578545ff92bd9dbed221b8efe1e3ff94	509	0.0	1
6559	GCA_030344465.1_69_fragment_1	f2b8031409944a77073f30cb8a808f6b	a3c65c1987911fabe040341e50fb7be0	770	0.0	1
6560	GCA_030344515.1_38_fragment_1	f2b8031409944a77073f30cb8a808f6b	3897b374c5218e9f4f0da779791884b0	509	0.0	1
6561	GCA_030343085.1_89_fragment_1,GCA_030344395.1_126_fragment_1	f2b8031409944a77073f30cb8a808f6b	fda46b7d50a2e4ac80957621b256ff26	510	0.0	1
6562	GCA_030343955.1_115_fragment_1	f2b8031409944a77073f30cb8a808f6b	cbf1c26baef5f15ceeb192c9c65c7dad	534	0.0	1
6563	GCA_030344795.1_42_fragment_1	f2b8031409944a77073f30cb8a808f6b	05644a79ca94842de5caff05d64eaa4e	636	0.0	1
6564	GCA_030344265.1_76_fragment_1	f2b8031409944a77073f30cb8a808f6b	bcf42554c3d9739387a54f51dc337b8a	770	0.0	1
6565	GCA_030343265.1_21_fragment_1,GCA_030344405.1_225	f2b8031409944a77073f30cb8a808f6b	72bf70b03ad50c19e5b7b0259feb914f	765	0.0	1
6566	GCA_030344795.1_64	f2b8031409944a77073f30cb8a808f6b	129329a616306eda7e76f2da872e6424	447	0.0	1
6567	GCA_026702885.1_5_fragment_15	f2b8031409944a77073f30cb8a808f6b	87d08c5248aeb9d924f3f1a75510d010	596	0.0	1
6568	GCA_030343235.1_78_fragment_4	f2b8031409944a77073f30cb8a808f6b	c934496be173a3ebd897707074223c4d	596	0.0	1
6569	GCA_013826985.1_1_fragment_13	f2b8031409944a77073f30cb8a808f6b	4a52db4cfdb774f701ce5b76b1ac8afa	596	0.0	1
6570	GCA_030344205.1_139	f2b8031409944a77073f30cb8a808f6b	e8b66e1f81c4a8b879ea0fd59fe8ebe2	323	0.0	1
6571	GCA_030343485.1_120_fragment_2	f2b8031409944a77073f30cb8a808f6b	2654e062b7612227cc8fc01c250aa3ef	596	0.0	1
6572	GCA_030344825.2_1_fragment_23	f2b8031409944a77073f30cb8a808f6b	ebc8b4e6bf67c9913a8377ce45afcce9	596	0.0	1
6573	GCA_030344725.1_82	f2b8031409944a77073f30cb8a808f6b	764e4ca3b0c0dc7afdf4af8e37b1ed76	217	0.0	1
6574	GCA_026702885.1_5_fragment_19	f2b8031409944a77073f30cb8a808f6b	f9568d9874c94977cf2802bb95b8e510	877	0.0	1
6575	GCA_032670825.1_5_fragment_2,GCA_032670945.1_5_fragment_2	f2b8031409944a77073f30cb8a808f6b	8d923700ed8cc9fcbe11f7df3483106b	542	0.0	1
6576	GCA_012395905.1_4_fragment_1	f2b8031409944a77073f30cb8a808f6b	6669770dc1b3b5a1b0ae73a9dbcd95df	1128	0.0	1
6577	GCA_030344175.1_81_fragment_2	f2b8031409944a77073f30cb8a808f6b	544002b4f091f062087096ec6b31683f	685	0.0	1
6578	GCA_030343785.1_57_fragment_1	f2b8031409944a77073f30cb8a808f6b	b749c3b6c21623c4c305ce2c745fc4a8	687	0.0	1
6579	GCA_030343265.1_20_fragment_2,GCA_030344245.1_127	f2b8031409944a77073f30cb8a808f6b	81e9acd95e1a83bac1286babda053e9a	685	0.0	1
6580	GCA_900084045.1_18	f2b8031409944a77073f30cb8a808f6b	225b716b6b98084f551066305ce9bac8	513	0.0	1
6581	GCA_001065715.1_211	f2b8031409944a77073f30cb8a808f6b	50d144cb1e2c498e616e4b73976b697f	513	0.0	1
6582	GCA_030343785.1_50_fragment_2	f2b8031409944a77073f30cb8a808f6b	348d1b724e37153d65c82fce3650c274	744	0.0	1
6583	GCA_030343515.1_221	f2b8031409944a77073f30cb8a808f6b	ca00d117972ba545e32d38bfb5d4dc85	584	0.0	1
6584	GCA_030342865.1_194	f2b8031409944a77073f30cb8a808f6b	d295a05c051cda07c14f6fbe438715dd	744	0.0	1
6585	GCA_030342985.1_38_fragment_1,GCA_030361405.1_16_fragment_2,GCA_031799975.1_8_fragment_2	f2b8031409944a77073f30cb8a808f6b	712068d01bbe8fc86ceeeea1da949c17	664	0.0	1
6586	GCA_031799435.1_1_fragment_1	f2b8031409944a77073f30cb8a808f6b	04147735a3159ac6701f6466a1b54c90	717	0.0	1
6587	GCA_030344325.1_114_fragment_1	f2b8031409944a77073f30cb8a808f6b	01f1d17e231f00d0003881ab6c84bcbe	717	0.0	1
6588	GCA_030343785.1_152_fragment_2	f2b8031409944a77073f30cb8a808f6b	e75c2d90b07f1cd043fb3a15c6fcc105	717	0.0	1
6589	GCA_030343925.1_105	f2b8031409944a77073f30cb8a808f6b	1b099c02844ee5edf7bb9e007969c2e0	674	0.0	1
6590	GCA_030344325.1_33_fragment_2	f2b8031409944a77073f30cb8a808f6b	b13fbb780ccfb3f368cb76e34201991b	792	0.0	1
6591	GCA_030344005.1_200	f2b8031409944a77073f30cb8a808f6b	5f5beee84bca23336ec50126bc33ea82	792	0.0	1
6592	GCA_030344545.1_70	f2b8031409944a77073f30cb8a808f6b	e362b8b0abff4f690426f9487b173748	339	0.0	1
6593	GCA_030343655.1_190	f2b8031409944a77073f30cb8a808f6b	dda601c2b60eb538e0f0e458a44c399d	794	0.0	1
6594	GCA_030343425.1_217	f2b8031409944a77073f30cb8a808f6b	0ecbefd951e9be80420d39f0d4952dca	479	0.0	1
6595	GCA_016773175.1_1_fragment_7,GCA_016774315.1_1_fragment_7,GCA_021228655.1_1_fragment_10,GCA_021228715.1_1_fragment_10	f2b8031409944a77073f30cb8a808f6b	71b5a5a1b6dba84166ca396c4b561df3	721	0.0	1
6596	GCA_035284205.1_17_fragment_2	f2b8031409944a77073f30cb8a808f6b	28bddafcc3af196dd4303b88eee9fe49	281	0.0	1
6597	GCA_001065715.1_162_fragment_1	f2b8031409944a77073f30cb8a808f6b	2872bd84925e005a7ae21527a29c4604	251	0.0	1
6598	GCA_030344465.1_94	f2b8031409944a77073f30cb8a808f6b	9e179de835b72257d9f1cb6a00f61ed1	1092	0.0	1
6599	GCA_032505455.1_48	f2b8031409944a77073f30cb8a808f6b	e3d3ba191569bc424af2187ff9471047	1113	0.0	1
6600	GCA_030344105.1_61_fragment_1,GCA_030344545.1_19_fragment_1	f2b8031409944a77073f30cb8a808f6b	5cbd0a61a658f3f3ec087f6f1968e8b1	545	0.0	1
6601	GCA_030342955.1_213	f2b8031409944a77073f30cb8a808f6b	1a65cecbd8aa24a0a7820b497a408456	343	0.0	1
6602	GCA_030343095.1_208	f2b8031409944a77073f30cb8a808f6b	23025e2846b9dcdf6f86b40ec5c4e36a	343	0.0	1
6603	GCA_030344025.1_136	f2b8031409944a77073f30cb8a808f6b	3d5c5dec9f29cf46f2e0f38338bca3b7	420	0.0	1
6604	GCA_004785705.1_229_fragment_2	3254158a241cc1ae467c2d1c6fbd4e1a	c0a514d540cd68c9b6bf4cdf60eb8d2e	2238	0.0	1
6605	GCA_022192805.1_109	bd30d6182b7ef3d32157ba3e00df7084	ced1385c0a8656556c91e278d8faa608	205	0.0	1
6606	GCA_022308715.1_82	bd30d6182b7ef3d32157ba3e00df7084	1c9f249eada995ad4c83a90b67898d0e	1187	0.0	1
6607	GCA_022308715.1_62	bd30d6182b7ef3d32157ba3e00df7084	4a1fac36cb2e6065c810b942209b7405	676	0.0	1
6608	GCA_021865615.1_17	bd30d6182b7ef3d32157ba3e00df7084	04286d06c2ea63bbad6615c6574530ec	481	0.0	1
6609	GCA_021457405.1_21_fragment_1,GCA_021457585.1_22_fragment_1,GCA_021518895.1_21_fragment_1,GCA_021519015.1_22_fragment_1	bd30d6182b7ef3d32157ba3e00df7084	ec22e5eff20f6c3db71cda65d8e75a9a	498	0.0	1
6610	GCA_022308715.1_38	bd30d6182b7ef3d32157ba3e00df7084	277d85dbe1ca401e56e9adfe38a3e135	1454	0.0	1
6611	GCA_022246045.1_12_fragment_1	bd30d6182b7ef3d32157ba3e00df7084	05ae24d9a2c1213f4fb7d9526923bb2e	365	0.0	1
6612	GCA_019880265.1_1_fragment_17	bd30d6182b7ef3d32157ba3e00df7084	79e909f0cc0daffeee3dae254e8f2680	1089	0.0	1
6613	GCA_023033395.1_44	bd30d6182b7ef3d32157ba3e00df7084	3413bf63cfacf76513da69fa20c98329	1257	0.0	1
6614	GCA_022503925.1_36_fragment_1	bd30d6182b7ef3d32157ba3e00df7084	da5f89c4f66258ac5e22b4184833aab8	1314	0.0	1
6615	GCA_014902415.1_1_fragment_13	bd30d6182b7ef3d32157ba3e00df7084	7206a2aad9228a69b6d7465524ee453f	666	0.0	1
6616	GCA_022503925.1_1_fragment_1	bd30d6182b7ef3d32157ba3e00df7084	34ec27c65f9810834d2ca6d4d8c4fabe	894	0.0	1
6617	GCA_022503925.1_52_fragment_1	bd30d6182b7ef3d32157ba3e00df7084	665e805ebcb32b82b91c334d84adafc9	716	0.0	1
6618	GCA_022503925.1_70	bd30d6182b7ef3d32157ba3e00df7084	56bd2ac3ec6c6ca391643f44741a15cc	424	0.0	1
6619	GCA_021865615.1_23_fragment_1	bd30d6182b7ef3d32157ba3e00df7084	ba0567858fbdb3ba60939d4d9883ba2b	753	0.0	1
6620	GCA_022192805.1_85	bd30d6182b7ef3d32157ba3e00df7084	e103741b2b01237ed04fdf6b432f4183	753	0.0	1
6621	GCA_022189665.1_72,GCA_022517705.1_138,GCA_022528985.1_107,GCA_022529765.1_186,GCA_022531215.1_172,GCA_022531745.1_120,GCA_022533735.1_106,GCA_022535335.1_120,GCA_022535815.1_105,GCA_022536015.1_195	bd30d6182b7ef3d32157ba3e00df7084	89bcaf8a5706bac912722f4c8009c7df	804	0.0	1
6622	GCA_014902415.1_1_fragment_4	bd30d6182b7ef3d32157ba3e00df7084	a6273050d5d9d6f5f707d6eb5b555b7e	1348	0.0	1
6623	GCA_022246045.1_6_fragment_2	bd30d6182b7ef3d32157ba3e00df7084	7d66c240823879342fc5654d69ed46de	665	0.0	1
6624	GCA_021456885.1_34_fragment_1,GCA_021457405.1_26,GCA_021457585.1_26,GCA_021457705.1_24,GCA_021517975.1_34_fragment_1,GCA_021518895.1_26,GCA_021519015.1_26,GCA_021519075.1_24	bd30d6182b7ef3d32157ba3e00df7084	ea9ff2d92bb7585d395275a51f10d090	665	0.0	1
6625	GCA_023033395.1_11_fragment_1	bd30d6182b7ef3d32157ba3e00df7084	a414d758d09b5f7e1b1f1782fe00addd	1020	0.0	1
6626	GCA_004313345.1_6_fragment_1	bd30d6182b7ef3d32157ba3e00df7084	46292e866eaac6a28d2755f01d7b42cb	602	0.0	1
6627	GCA_021457585.1_7_fragment_1,GCA_021519015.1_7_fragment_1	bd30d6182b7ef3d32157ba3e00df7084	1555cf1e02dadbbc440e0e693865272d	761	0.0	1
6628	GCA_026005575.1_124	f6dd2c61e7f6be6c2271cf00a93e5288	27f9223070e5102c368b1a1ca38324e7	590	0.0	1
6629	GCA_026005575.1_139	f6dd2c61e7f6be6c2271cf00a93e5288	b5447837506556d1837716b2cf67223c	404	0.0	1
6630	GCA_026005575.1_109	f6dd2c61e7f6be6c2271cf00a93e5288	a0b0ba873055ce841fd0a6e1b45901ff	690	0.0	1
6631	GCA_026005575.1_62	f6dd2c61e7f6be6c2271cf00a93e5288	bfe1871903adb33c699e2e2d2a07afef	654	0.0	1
6632	GCA_026005575.1_90	f6dd2c61e7f6be6c2271cf00a93e5288	9392446e3438701caa2bb914592f4cf6	250	0.0	1
6633	GCA_022174025.1_1_fragment_3,GCA_023036975.1_1_fragment_2,GCA_023042095.1_20_fragment_1,GCA_023042375.1_1_fragment_2,GCA_025104685.1_1_fragment_3,GCA_025108965.1_1_fragment_3	555b4f60af7cd6ce9bcf5e9373274442	ec3437f745bcd58028a6fcfb32b26671	676	0.0	1
6634	GCA_036452175.1_1_fragment_13	555b4f60af7cd6ce9bcf5e9373274442	073a70a8cde9a2d2928dbcfa7a187c6b	693	0.0	1
6635	GCA_022259175.1_24_fragment_1	555b4f60af7cd6ce9bcf5e9373274442	5ff9581ac36e8a38e27c8193a6721096	676	0.0	1
6636	GCA_020478565.1_7_fragment_1	555b4f60af7cd6ce9bcf5e9373274442	44be7e49bb6ba7f481fe94409bccd618	676	0.0	1
6637	GCA_022174025.1_1_fragment_1,GCA_023036975.1_2_fragment_1,GCA_023042095.1_1_fragment_1,GCA_023042375.1_4_fragment_1,GCA_025104685.1_1_fragment_1,GCA_025108965.1_1_fragment_1	555b4f60af7cd6ce9bcf5e9373274442	73b045171d9b090960f89784c55b0e39	2680	0.0	1
6638	GCA_026615645.1_1_fragment_9	555b4f60af7cd6ce9bcf5e9373274442	fae6fb3570b435cb3fee2855d8b998c5	498	0.0	1
6639	GCA_022009515.1_40	555b4f60af7cd6ce9bcf5e9373274442	3f412efa52bd9e976c9c2cc2e44b957b	1374	0.0	1
6640	GCA_026331935.1_115	555b4f60af7cd6ce9bcf5e9373274442	26d6c5d62bf6cf1d9d47a2b10a59bd85	1175	0.0	1
6641	GCA_022258375.1_26_fragment_1	555b4f60af7cd6ce9bcf5e9373274442	12a6a85791870b3778ccfd5edb507309	940	0.0	1
6642	GCA_023738885.1_12_fragment_2	555b4f60af7cd6ce9bcf5e9373274442	c18c99401760b0d1f8d7fdf1bc9d2c64	1008	0.0	1
6643	GCA_024241015.1_9_fragment_2	555b4f60af7cd6ce9bcf5e9373274442	27b9a7717efcd85fb7988460a34b1a6c	957	0.0	1
6644	GCA_013187625.1_115_fragment_1	555b4f60af7cd6ce9bcf5e9373274442	13e94433d8e7e1e0046c62e7469d842a	633	0.0	1
6645	GCA_022259175.1_29_fragment_1	555b4f60af7cd6ce9bcf5e9373274442	60f1b6289a6d3abc34655a03afe48284	665	0.0	1
6646	GCA_025034095.1_14_fragment_1	555b4f60af7cd6ce9bcf5e9373274442	82990c13e1941eb3e1ab6ea5524af189	673	0.0	1
6647	GCA_022235605.1_6_fragment_1	555b4f60af7cd6ce9bcf5e9373274442	b5ea9178259d918d5591972ec1fd2512	665	0.0	1
6648	GCA_025548255.1_113_fragment_1	555b4f60af7cd6ce9bcf5e9373274442	7bfe6192beb29faf2b876b28739989aa	665	0.0	1
6649	GCA_013187625.1_9_fragment_3	555b4f60af7cd6ce9bcf5e9373274442	1ddf89a749ee2f2f3db57dd7054b2b12	705	0.0	1
6650	GCA_024241015.1_8_fragment_1	555b4f60af7cd6ce9bcf5e9373274442	385a0075ce0d960e9f619d202af5ed1f	390	0.0	1
6651	GCA_900513625.1_26_fragment_1	555b4f60af7cd6ce9bcf5e9373274442	10dce19e70e2cb3352ea8be58e41c0c4	390	0.0	1
6652	GCA_002855375.1_10_fragment_2	5c96391129282706385167dbabae7e75	181c2c8f3cda801470d5d3975f93f39d	1375	0.0	1
6653	GCA_032574155.1_142	06d367cb15e2a25911798f5870739e1e	84bbadb30a2f7208f891adb195dc28da	665	0.0	1
6654	GCA_002814015.1_1_fragment_1	3b53bc71e5e64b0476d44d5e52c50ce9	65b4bfd64ad8083b17e506eb2d90176d	1049	0.0	1
6655	GCA_002814015.1_1_fragment_11	3b53bc71e5e64b0476d44d5e52c50ce9	39e1e82bfd0f37abc72ebbaaac37c772	1374	0.0	1
6656	GCA_902163375.1_2_fragment_6	b96fefc8075effa48021062a68ced3ae	9e59a7c5ffced9fcef2650a1f0a75214	312	0.0	1
6657	GCA_902163375.1_2_fragment_1	b96fefc8075effa48021062a68ced3ae	680e456c4f0c8da2c234b7881e6cc350	799	0.0	1
6658	GCA_902163375.1_3_fragment_2	b96fefc8075effa48021062a68ced3ae	58e8d90d65ba692dc5a6858cb3e6b1c3	1298	0.0	1
6659	GCA_034127785.1_99_fragment_2	ee56015f1cc9f7552b203a0acb1b0913	52f35d3b32a4407d01b56b3cb2255cf3	220	0.0	1
6660	GCA_003812925.1_1_fragment_1	4f3348d4819d4ec33fbf8e18a7b5e624	12e5ff6a7b18d5750ff884561f96b768	1375	0.0	1
6661	GCA_003812925.1_1_fragment_20	4f3348d4819d4ec33fbf8e18a7b5e624	21ba0e93723f50a593c174f2520b9e8f	711	0.0	1
6662	GCA_003812925.1_1_fragment_14	4f3348d4819d4ec33fbf8e18a7b5e624	1f70b2704569ea7c8ca9e3c6e164c246	711	0.0	1
6663	GCA_003812925.1_1_fragment_8	4f3348d4819d4ec33fbf8e18a7b5e624	f8c3036c8add728edec4254462e8bf5d	823	0.0	1
6664	GCA_021398915.1_1_fragment_12	1784b196ee09ac1cada4b286de21feb6	0df9a0b0684286dc118386f0d29b5f14	1318	0.0	1
6665	GCA_034122345.1_39_fragment_2	bbe864018472230d0ce9aea54eaea1dd	d945537fba9728308c5ede72939d9b25	1315	0.0	1
6666	GCA_026224075.1_2_fragment_1	15db1042a90a201a5062aea44a71d6c4	eac637486f277322a5f8ed2be212f019	764	0.0	1
