ID,Not_TSP_probability,TSP_probability,Predicted_label
RWAQVVTK_CDS_5101,0.010127911,0.98987216,1.0
RWAQVVTK_CDS_2088,0.02093718,0.9790628,1.0
RWAQVVTK_CDS_0179,0.009866086,0.99013394,1.0
RWAQVVTK_CDS_4772,0.010248525,0.98975146,1.0
RWAQVVTK_CDS_4775,0.008499223,0.99150074,1.0
RWAQVVTK_CDS_3701,0.017429555,0.98257047,1.0
CSINMWGI_CDS_1620,0.3169422,0.6830578,1.0
CSINMWGI_CDS_3176,0.00981041,0.9901896,1.0
CSINMWGI_CDS_2194,0.018789083,0.98121095,1.0
CSINMWGI_CDS_4295,0.007346665,0.99265337,1.0
CSINMWGI_CDS_5101,0.009636809,0.9903632,1.0
CSINMWGI_CDS_6996,0.026970342,0.9730296,1.0
CSINMWGI_CDS_6997,0.017781774,0.9822182,1.0
CSINMWGI_CDS_0335,0.015074441,0.98492557,1.0
CSINMWGI_CDS_0338,0.009635527,0.9903645,1.0
CSINMWGI_CDS_2033,0.0132457,0.98675424,1.0
CSINMWGI_CDS_2036,0.029210959,0.9707891,1.0
CSINMWGI_CDS_2766,0.008094235,0.9919058,1.0
CSINMWGI_CDS_4762,0.008628893,0.99137115,1.0
CSINMWGI_CDS_6257,0.011055934,0.98894405,1.0
CSINMWGI_CDS_3298,0.121761784,0.8782382,1.0
CSINMWGI_CDS_6421,0.032643273,0.96735674,1.0
CSINMWGI_CDS_1139,0.059267376,0.94073266,1.0
CSINMWGI_CDS_2834,0.47214478,0.52785516,1.0
CSINMWGI_CDS_4839,0.010241901,0.98975813,1.0
CSINMWGI_CDS_2247,0.0070833066,0.9929167,1.0
CSINMWGI_CDS_0717,0.016574297,0.9834257,1.0
CSINMWGI_CDS_5169,0.014943828,0.98505616,1.0
CSINMWGI_CDS_2646,0.024941087,0.97505885,1.0
WCICBDFC_CDS_1776,0.009796191,0.99020386,1.0
WCICBDFC_CDS_1941,0.005126403,0.9948736,1.0
WCICBDFC_CDS_2893,0.016917078,0.9830829,1.0
WCICBDFC_CDS_2420,0.0049851066,0.99501485,1.0
WCICBDFC_CDS_5799,0.009854131,0.99014586,1.0
WCICBDFC_CDS_0852,0.069187544,0.9308124,1.0
WCICBDFC_CDS_0603,0.021024745,0.97897524,1.0
WCICBDFC_CDS_0606,0.006347319,0.9936527,1.0
WCICBDFC_CDS_3660,0.007633579,0.9923664,1.0
WCICBDFC_CDS_5501,0.00919637,0.9908036,1.0
WCICBDFC_CDS_2383,0.4212805,0.57871956,1.0
WCICBDFC_CDS_3939,0.008218434,0.99178165,1.0
WCICBDFC_CDS_2189,0.007418075,0.99258196,1.0
WCICBDFC_CDS_0227,0.008623967,0.9913761,1.0
WCICBDFC_CDS_2218,0.0058117625,0.9941882,1.0
WCICBDFC_CDS_4189,0.027716422,0.9722836,1.0
FZMPJUNV_CDS_2260,0.007286249,0.99271375,1.0
FZMPJUNV_CDS_0920,0.0076948344,0.9923051,1.0
FZMPJUNV_CDS_0406,0.02030418,0.9796958,1.0
FZMPJUNV_CDS_6558,0.0072288415,0.9927712,1.0
FZMPJUNV_CDS_2635,0.01260351,0.98739654,1.0
FZMPJUNV_CDS_5210,0.018870048,0.98112994,1.0
FZMPJUNV_CDS_2323,0.006993979,0.993006,1.0
FZMPJUNV_CDS_1954,0.3270581,0.6729419,1.0
FZMPJUNV_CDS_1541,0.021048537,0.9789515,1.0
FZMPJUNV_CDS_0731,0.011719534,0.98828053,1.0
FZMPJUNV_CDS_1709,0.09838058,0.9016195,1.0
FZMPJUNV_CDS_6274,0.013239171,0.98676085,1.0
FZMPJUNV_CDS_6813,0.032539677,0.9674604,1.0
FZMPJUNV_CDS_4298,0.48640552,0.5135945,1.0
FZMPJUNV_CDS_6873,0.0098059,0.99019414,1.0
FZMPJUNV_CDS_6633,0.013561869,0.98643816,1.0
FZMPJUNV_CDS_0274,0.008124977,0.991875,1.0
FZMPJUNV_CDS_5755,0.02373725,0.97626275,1.0
FZMPJUNV_CDS_3926,0.017164975,0.98283505,1.0
FZMPJUNV_CDS_3929,0.0073792245,0.9926207,1.0
FZMPJUNV_CDS_5292,0.008413662,0.9915863,1.0
FZMPJUNV_CDS_3136,0.0075303838,0.9924696,1.0
FZMPJUNV_CDS_3139,0.009863468,0.9901365,1.0
FZMPJUNV_CDS_0335,0.012850895,0.9871492,1.0
FPKAPTIC_CDS_4052,0.009714911,0.9902851,1.0
FPKAPTIC_CDS_2670,0.0062328414,0.99376714,1.0
FPKAPTIC_CDS_2673,0.013188578,0.98681146,1.0
FPKAPTIC_CDS_2287,0.00999534,0.9900046,1.0
FPKAPTIC_CDS_0832,0.02405618,0.9759438,1.0
FPKAPTIC_CDS_0835,0.01500017,0.9849998,1.0
FPKAPTIC_CDS_3391,0.0108226035,0.9891774,1.0
FPKAPTIC_CDS_2028,0.47150287,0.5284971,1.0
FPKAPTIC_CDS_4709,0.009951797,0.99004817,1.0
FPKAPTIC_CDS_4246,0.0066745467,0.9933255,1.0
FPKAPTIC_CDS_5240,0.111257635,0.8887423,1.0
FPKAPTIC_CDS_0182,0.009284004,0.990716,1.0
FPKAPTIC_CDS_3448,0.009176544,0.9908235,1.0
FPKAPTIC_CDS_6096,0.0077735996,0.99222636,1.0
FPKAPTIC_CDS_5839,0.03376025,0.9662397,1.0
FPKAPTIC_CDS_0645,0.010797252,0.9892027,1.0
FPKAPTIC_CDS_6228,0.0063459356,0.993654,1.0
FPKAPTIC_CDS_3918,0.010973055,0.98902696,1.0
FPKAPTIC_CDS_3921,0.022874638,0.9771254,1.0
FPKAPTIC_CDS_3923,0.054971363,0.9450286,1.0
FPKAPTIC_CDS_4132,0.014850383,0.9851496,1.0
FPKAPTIC_CDS_4135,0.008554054,0.9914459,1.0
FPKAPTIC_CDS_2995,0.008674912,0.99132514,1.0
FPKAPTIC_CDS_0892,0.0068824706,0.9931176,1.0
FPKAPTIC_CDS_2591,0.0099694505,0.9900305,1.0
FPKAPTIC_CDS_2594,0.007048864,0.99295115,1.0
JQDGCSXB_CDS_3348,0.017271996,0.98272806,1.0
JQDGCSXB_CDS_1474,0.008604224,0.9913958,1.0
JQDGCSXB_CDS_2442,0.13228472,0.8677153,1.0
JQDGCSXB_CDS_0061,0.010247756,0.9897523,1.0
JQDGCSXB_CDS_7045,0.0031123532,0.9968876,1.0
JQDGCSXB_CDS_4934,0.012120593,0.98787946,1.0
JQDGCSXB_CDS_2152,0.004113782,0.99588627,1.0
JQDGCSXB_CDS_3468,0.01198636,0.9880136,1.0
JQDGCSXB_CDS_0346,0.12125975,0.87874025,1.0
JQDGCSXB_CDS_6234,0.01198784,0.9880122,1.0
JQDGCSXB_CDS_6239,0.018956538,0.9810434,1.0
JQDGCSXB_CDS_2226,0.006956917,0.99304307,1.0
JQDGCSXB_CDS_6611,0.024525015,0.975475,1.0
JQDGCSXB_CDS_1239,0.0069615166,0.9930385,1.0
JQDGCSXB_CDS_3329,0.023360526,0.97663945,1.0
JQDGCSXB_CDS_1786,0.044144876,0.9558551,1.0
UWRIOKMQ_CDS_5084,0.10035538,0.89964455,1.0
UWRIOKMQ_CDS_1195,0.004567527,0.9954325,1.0
UWRIOKMQ_CDS_1198,0.031425495,0.9685745,1.0
UWRIOKMQ_CDS_1199,0.048905313,0.95109475,1.0
UWRIOKMQ_CDS_2261,0.015114813,0.9848852,1.0
UWRIOKMQ_CDS_4069,0.013993912,0.98600614,1.0
UWRIOKMQ_CDS_0398,0.013585517,0.9864145,1.0
UWRIOKMQ_CDS_4276,0.006139122,0.99386084,1.0
UWRIOKMQ_CDS_4279,0.01572557,0.98427445,1.0
UWRIOKMQ_CDS_2327,0.0094244685,0.99057555,1.0
UWRIOKMQ_CDS_1026,0.0126998015,0.9873002,1.0
UWRIOKMQ_CDS_1029,0.00805086,0.9919491,1.0
UWRIOKMQ_CDS_1333,0.011278456,0.9887215,1.0
UWRIOKMQ_CDS_1970,0.015474234,0.98452574,1.0
UWRIOKMQ_CDS_1973,0.007875361,0.9921246,1.0
UWRIOKMQ_CDS_1107,0.007474395,0.9925256,1.0
UWRIOKMQ_CDS_3727,0.008510365,0.99148965,1.0
UWRIOKMQ_CDS_2219,0.010081117,0.9899188,1.0
UWRIOKMQ_CDS_2222,0.008750922,0.9912491,1.0
UWRIOKMQ_CDS_2788,0.0154291,0.9845709,1.0
UWRIOKMQ_CDS_6535,0.0067106267,0.9932894,1.0
UWRIOKMQ_CDS_0309,0.0054996945,0.9945003,1.0
UWRIOKMQ_CDS_1676,0.0075292937,0.99247074,1.0
UWRIOKMQ_CDS_5069,0.02639074,0.9736093,1.0
UWRIOKMQ_CDS_5072,0.0069009876,0.99309903,1.0
UWRIOKMQ_CDS_5240,0.013573918,0.9864261,1.0
UWRIOKMQ_CDS_3998,0.0072395224,0.99276054,1.0
UWRIOKMQ_CDS_5957,0.0074555287,0.99254453,1.0
UWRIOKMQ_CDS_0846,0.017601479,0.98239857,1.0
UWRIOKMQ_CDS_0849,0.014080775,0.98591924,1.0
LJRCZJWV_CDS_0387,0.030883202,0.9691168,1.0
LJRCZJWV_CDS_3348,0.019293852,0.9807061,1.0
LJRCZJWV_CDS_0083,0.008517196,0.99148285,1.0
LJRCZJWV_CDS_2676,0.01717357,0.9828264,1.0
LJRCZJWV_CDS_2679,0.01088027,0.98911977,1.0
LJRCZJWV_CDS_2252,0.008694374,0.99130565,1.0
LJRCZJWV_CDS_3059,0.023684017,0.9763159,1.0
LJRCZJWV_CDS_6153,0.122645,0.87735504,1.0
LJRCZJWV_CDS_3439,0.0059807235,0.99401927,1.0
LJRCZJWV_CDS_3444,0.010174506,0.98982555,1.0
LJRCZJWV_CDS_6346,0.1623041,0.8376959,1.0
LJRCZJWV_CDS_1178,0.0074563157,0.9925437,1.0
LJRCZJWV_CDS_5204,0.0127358325,0.98726416,1.0
LJRCZJWV_CDS_5956,0.04722345,0.95277655,1.0
LJRCZJWV_CDS_0755,0.0106068365,0.98939323,1.0
LJRCZJWV_CDS_0760,0.0041835485,0.9958164,1.0
LJRCZJWV_CDS_6498,0.021994334,0.9780057,1.0
LJRCZJWV_CDS_1393,0.019062042,0.980938,1.0
LJRCZJWV_CDS_1396,0.012124899,0.98787516,1.0
LJRCZJWV_CDS_6930,0.010989683,0.9890103,1.0
LJRCZJWV_CDS_4166,0.0092509575,0.99074906,1.0
LJRCZJWV_CDS_4921,0.0047123134,0.99528766,1.0
LJRCZJWV_CDS_1301,0.024365952,0.97563404,1.0
LJRCZJWV_CDS_2429,0.01869718,0.9813028,1.0
YQPOVRPP_CDS_0357,0.008195006,0.99180496,1.0
YQPOVRPP_CDS_5220,0.11329505,0.8867049,1.0
YQPOVRPP_CDS_2652,0.04805607,0.95194393,1.0
YQPOVRPP_CDS_1006,0.0088893855,0.9911107,1.0
YQPOVRPP_CDS_6561,0.009051787,0.99094826,1.0
YQPOVRPP_CDS_5110,0.0045835488,0.9954164,1.0
YQPOVRPP_CDS_3444,0.013421965,0.9865781,1.0
YQPOVRPP_CDS_4948,0.015849786,0.98415023,1.0
YQPOVRPP_CDS_0422,0.009246365,0.99075365,1.0
YQPOVRPP_CDS_1763,0.011765978,0.98823404,1.0
YQPOVRPP_CDS_6438,0.008063319,0.9919367,1.0
YQPOVRPP_CDS_4955,0.014262427,0.98573756,1.0
YQPOVRPP_CDS_4956,0.2951101,0.7048899,1.0
YQPOVRPP_CDS_5522,0.019481415,0.9805186,1.0
YQPOVRPP_CDS_6257,0.0037329386,0.99626714,1.0
YQPOVRPP_CDS_6260,0.0091710305,0.990829,1.0
YQPOVRPP_CDS_3618,0.015978955,0.984021,1.0
YQPOVRPP_CDS_2050,0.01177569,0.98822427,1.0
LRMNZJPQ_CDS_3285,0.007211286,0.99278873,1.0
LRMNZJPQ_CDS_2791,0.013384586,0.9866154,1.0
LRMNZJPQ_CDS_0562,0.014939014,0.985061,1.0
LRMNZJPQ_CDS_0566,0.01689728,0.98310274,1.0
LRMNZJPQ_CDS_4602,0.0048570484,0.99514294,1.0
LRMNZJPQ_CDS_2006,0.005930408,0.9940696,1.0
LRMNZJPQ_CDS_4764,0.025404572,0.9745954,1.0
LRMNZJPQ_CDS_0637,0.01109746,0.9889025,1.0
LRMNZJPQ_CDS_3545,0.009135059,0.99086493,1.0
LRMNZJPQ_CDS_5873,0.009609996,0.99038994,1.0
LRMNZJPQ_CDS_2888,0.11149238,0.8885076,1.0
LRMNZJPQ_CDS_3276,0.0054739867,0.99452597,1.0
LRMNZJPQ_CDS_1116,0.00948251,0.99051744,1.0
RNJYMJPD_CDS_1809,0.15438455,0.8456154,1.0
RNJYMJPD_CDS_5350,0.011540251,0.9884597,1.0
RNJYMJPD_CDS_0699,0.0100747,0.98992527,1.0
RNJYMJPD_CDS_3791,0.016685314,0.98331463,1.0
RNJYMJPD_CDS_1878,0.010259344,0.9897406,1.0
RNJYMJPD_CDS_0075,0.02986905,0.970131,1.0
RNJYMJPD_CDS_6413,0.009547659,0.9904523,1.0
RNJYMJPD_CDS_4783,0.005953913,0.9940461,1.0
RNJYMJPD_CDS_2089,0.010537246,0.9894628,1.0
RNJYMJPD_CDS_2092,0.021924637,0.9780753,1.0
RNJYMJPD_CDS_5602,0.026546353,0.97345364,1.0
RNJYMJPD_CDS_6451,0.0105174985,0.9894825,1.0
RNJYMJPD_CDS_4159,0.011002643,0.98899734,1.0
RNJYMJPD_CDS_1184,0.0051192828,0.9948807,1.0
RNJYMJPD_CDS_4955,0.0077316673,0.9922684,1.0
RNJYMJPD_CDS_5678,0.010983949,0.9890161,1.0
RNJYMJPD_CDS_0424,0.023785956,0.976214,1.0
RNJYMJPD_CDS_1966,0.010761456,0.9892385,1.0
RNJYMJPD_CDS_1096,0.02109374,0.9789063,1.0
RNJYMJPD_CDS_0601,0.013590043,0.98640996,1.0
RNJYMJPD_CDS_0625,0.27585694,0.7241431,1.0
RNJYMJPD_CDS_0835,0.49479476,0.5052053,1.0
RNJYMJPD_CDS_2154,0.11254836,0.8874516,1.0
ACGDHFDX_CDS_2002,0.018300582,0.98169947,1.0
ACGDHFDX_CDS_4282,0.004392322,0.9956077,1.0
ACGDHFDX_CDS_1112,0.10738646,0.89261353,1.0
ACGDHFDX_CDS_0657,0.023762755,0.9762372,1.0
ACGDHFDX_CDS_1138,0.0073735416,0.9926265,1.0
ACGDHFDX_CDS_0731,0.022497285,0.97750276,1.0
ACGDHFDX_CDS_3362,0.033339396,0.96666056,1.0
ACGDHFDX_CDS_3768,0.021003999,0.97899604,1.0
ACGDHFDX_CDS_3771,0.04653982,0.95346016,1.0
ACGDHFDX_CDS_5963,0.12606405,0.87393594,1.0
ACGDHFDX_CDS_2245,0.0074769384,0.992523,1.0
ACGDHFDX_CDS_1977,0.009337457,0.9906625,1.0
ACGDHFDX_CDS_4129,0.015777873,0.9842221,1.0
ACGDHFDX_CDS_4518,0.0070275893,0.9929724,1.0
ACGDHFDX_CDS_3004,0.006128933,0.9938711,1.0
ACGDHFDX_CDS_2459,0.17058392,0.8294161,1.0
ACGDHFDX_CDS_6041,0.0404358,0.9595642,1.0
ACGDHFDX_CDS_0542,0.009364694,0.99063534,1.0
JLCAXEGS_CDS_1149,0.17637669,0.8236233,1.0
JLCAXEGS_CDS_0641,0.009456261,0.9905438,1.0
JLCAXEGS_CDS_3580,0.015009291,0.98499066,1.0
JLCAXEGS_CDS_1186,0.009437983,0.990562,1.0
JLCAXEGS_CDS_2066,0.014202503,0.98579746,1.0
JLCAXEGS_CDS_5287,0.011089483,0.98891056,1.0
JLCAXEGS_CDS_0699,0.016788717,0.9832113,1.0
JLCAXEGS_CDS_0308,0.012617094,0.98738295,1.0
JLCAXEGS_CDS_5881,0.008481288,0.9915187,1.0
TETVEBDO_CDS_5919,0.10363482,0.8963651,1.0
TETVEBDO_CDS_4657,0.013099049,0.986901,1.0
TETVEBDO_CDS_4560,0.013920421,0.98607963,1.0
TETVEBDO_CDS_0176,0.006918162,0.99308187,1.0
TETVEBDO_CDS_5779,0.01840069,0.9815993,1.0
TETVEBDO_CDS_4073,0.009449063,0.9905509,1.0
TETVEBDO_CDS_1856,0.027777795,0.97222215,1.0
TETVEBDO_CDS_1486,0.008788466,0.9912115,1.0
TETVEBDO_CDS_5847,0.004646669,0.99535334,1.0
TETVEBDO_CDS_6483,0.0075935447,0.9924064,1.0
RPVOALLB_CDS_2064,0.0064054755,0.9935946,1.0
RPVOALLB_CDS_2934,0.019452062,0.9805479,1.0
RPVOALLB_CDS_4768,0.012574454,0.9874256,1.0
RPVOALLB_CDS_3708,0.0074327374,0.9925673,1.0
RPVOALLB_CDS_0731,0.008024081,0.99197596,1.0
RPVOALLB_CDS_1640,0.012859487,0.9871406,1.0
RPVOALLB_CDS_0955,0.026697509,0.9733025,1.0
RPVOALLB_CDS_3347,0.01236077,0.98763925,1.0
RPVOALLB_CDS_5192,0.0061449,0.99385506,1.0
RPVOALLB_CDS_0258,0.014459399,0.98554057,1.0
RPVOALLB_CDS_6022,0.007879185,0.99212086,1.0
RPVOALLB_CDS_2291,0.107513495,0.89248645,1.0
RPVOALLB_CDS_2296,0.010785325,0.9892147,1.0
JOUGVSYU_CDS_2652,0.011036604,0.98896337,1.0
JOUGVSYU_CDS_4556,0.0072047454,0.9927953,1.0
JOUGVSYU_CDS_4796,0.01491741,0.9850826,1.0
JOUGVSYU_CDS_4799,0.0104297,0.98957026,1.0
JOUGVSYU_CDS_7261,0.0068228045,0.9931772,1.0
JOUGVSYU_CDS_0475,0.011913966,0.988086,1.0
JOUGVSYU_CDS_3991,0.0086970255,0.99130297,1.0
JOUGVSYU_CDS_6497,0.010534189,0.98946583,1.0
JOUGVSYU_CDS_5690,0.010827051,0.98917294,1.0
JOUGVSYU_CDS_4139,0.01005675,0.98994327,1.0
JOUGVSYU_CDS_0896,0.10994723,0.8900528,1.0
JOUGVSYU_CDS_0339,0.010160685,0.9898393,1.0
JOUGVSYU_CDS_3284,0.009534825,0.99046516,1.0
PLHEEYPP_CDS_2628,0.35168755,0.64831245,1.0
PLHEEYPP_CDS_2163,0.006662645,0.9933374,1.0
PLHEEYPP_CDS_2165,0.023251107,0.97674894,1.0
PLHEEYPP_CDS_4223,0.015628178,0.98437184,1.0
PLHEEYPP_CDS_0647,0.015139252,0.9848608,1.0
PLHEEYPP_CDS_4632,0.030622251,0.9693777,1.0
PLHEEYPP_CDS_5308,0.007807585,0.99219245,1.0
PLHEEYPP_CDS_1830,0.00819931,0.9918007,1.0
PLHEEYPP_CDS_0149,0.0071704765,0.9928295,1.0
PLHEEYPP_CDS_3936,0.023608506,0.9763915,1.0
PLHEEYPP_CDS_3567,0.025264557,0.9747354,1.0
PLHEEYPP_CDS_4876,0.011141819,0.9888582,1.0
PLHEEYPP_CDS_0467,0.016354933,0.9836451,1.0
PLHEEYPP_CDS_1128,0.024935985,0.975064,1.0
PLHEEYPP_CDS_0277,0.007184911,0.992815,1.0
PLHEEYPP_CDS_0055,0.016651198,0.9833487,1.0
PLHEEYPP_CDS_2604,0.0074457466,0.99255425,1.0
PLHEEYPP_CDS_5219,0.029495554,0.9705045,1.0
PLHEEYPP_CDS_0802,0.015211462,0.98478854,1.0
PLHEEYPP_CDS_3403,0.011017899,0.98898214,1.0
EFEAZDLV_CDS_3477,0.0102953585,0.98970467,1.0
EFEAZDLV_CDS_2150,0.46501952,0.53498054,1.0
EFEAZDLV_CDS_2172,0.01257253,0.9874275,1.0
EFEAZDLV_CDS_5504,0.03074598,0.9692541,1.0
EFEAZDLV_CDS_0378,0.0058882427,0.9941117,1.0
EFEAZDLV_CDS_4484,0.010383052,0.989617,1.0
EFEAZDLV_CDS_1286,0.009772675,0.99022734,1.0
EFEAZDLV_CDS_0409,0.01163085,0.9883691,1.0
EFEAZDLV_CDS_5897,0.004570613,0.9954294,1.0
EFEAZDLV_CDS_3429,0.008210229,0.9917897,1.0
EFEAZDLV_CDS_6156,0.15230626,0.84769374,1.0
LGDXBDCF_CDS_0300,0.3284292,0.6715708,1.0
LGDXBDCF_CDS_0363,0.49794775,0.50205225,1.0
LGDXBDCF_CDS_4895,0.01620656,0.98379344,1.0
LGDXBDCF_CDS_5649,0.024427028,0.975573,1.0
LGDXBDCF_CDS_4113,0.01799459,0.98200536,1.0
LGDXBDCF_CDS_0819,0.017084453,0.9829155,1.0
LGDXBDCF_CDS_3349,0.016705753,0.98329425,1.0
LGDXBDCF_CDS_3352,0.004683887,0.99531615,1.0
LGDXBDCF_CDS_1320,0.3792804,0.62071955,1.0
LGDXBDCF_CDS_3992,0.010381972,0.989618,1.0
LGDXBDCF_CDS_3882,0.018316627,0.9816834,1.0
PSBZYPZL_CDS_2105,0.007962424,0.99203753,1.0
PSBZYPZL_CDS_2153,0.0043514706,0.99564856,1.0
PSBZYPZL_CDS_1472,0.009239497,0.99076056,1.0
PSBZYPZL_CDS_6129,0.004793031,0.995207,1.0
PSBZYPZL_CDS_5556,0.24829812,0.7517019,1.0
PSBZYPZL_CDS_7050,0.0065277265,0.99347234,1.0
PSBZYPZL_CDS_1517,0.012613138,0.9873869,1.0
PSBZYPZL_CDS_5317,0.00904236,0.9909576,1.0
PSBZYPZL_CDS_6841,0.28722337,0.71277666,1.0
PSBZYPZL_CDS_2401,0.007867263,0.9921327,1.0
PSBZYPZL_CDS_1262,0.011333345,0.98866665,1.0
PSBZYPZL_CDS_1265,0.022744663,0.9772553,1.0
PSBZYPZL_CDS_3820,0.015067626,0.98493236,1.0
FCBPHAOW_CDS_0977,0.0059154974,0.99408454,1.0
FCBPHAOW_CDS_1416,0.011699933,0.9883001,1.0
FCBPHAOW_CDS_1420,0.0081087435,0.99189126,1.0
FCBPHAOW_CDS_0068,0.022056641,0.9779433,1.0
FCBPHAOW_CDS_1100,0.010965522,0.98903453,1.0
FCBPHAOW_CDS_1104,0.009990176,0.99000984,1.0
FCBPHAOW_CDS_4965,0.007995025,0.99200493,1.0
FCBPHAOW_CDS_2258,0.0054214643,0.9945786,1.0
FCBPHAOW_CDS_2263,0.009021682,0.99097836,1.0
UKMSAGZU_CDS_0480,0.033463504,0.9665365,1.0
UKMSAGZU_CDS_2896,0.008961538,0.99103844,1.0
UKMSAGZU_CDS_2605,0.009720237,0.99027973,1.0
UKMSAGZU_CDS_5553,0.3072129,0.6927871,1.0
UKMSAGZU_CDS_4956,0.021224407,0.9787756,1.0
UKMSAGZU_CDS_4957,0.097652994,0.902347,1.0
UKMSAGZU_CDS_1693,0.014748542,0.9852514,1.0
UKMSAGZU_CDS_0015,0.025934339,0.9740657,1.0
UKMSAGZU_CDS_3852,0.4955351,0.50446486,1.0
UKMSAGZU_CDS_3911,0.007157006,0.99284303,1.0
UKMSAGZU_CDS_3914,0.007873468,0.99212646,1.0
UKMSAGZU_CDS_6304,0.011717558,0.9882825,1.0
UKMSAGZU_CDS_3684,0.0087617235,0.9912383,1.0
UKMSAGZU_CDS_4888,0.0061923685,0.9938076,1.0
UKMSAGZU_CDS_1541,0.14009842,0.85990155,1.0
UKMSAGZU_CDS_1548,0.0060323183,0.99396765,1.0
UKMSAGZU_CDS_1128,0.0052745994,0.9947254,1.0
UKMSAGZU_CDS_1131,0.009115033,0.99088496,1.0
UKMSAGZU_CDS_2206,0.0053629098,0.9946371,1.0
UKMSAGZU_CDS_2706,0.100792155,0.89920783,1.0
UKMSAGZU_CDS_3619,0.15453508,0.8454649,1.0
VJRUALFJ_CDS_4991,0.09058992,0.9094101,1.0
VJRUALFJ_CDS_3042,0.011859517,0.98814046,1.0
VJRUALFJ_CDS_1614,0.009497243,0.9905027,1.0
VJRUALFJ_CDS_4110,0.0063119032,0.99368817,1.0
VJRUALFJ_CDS_4762,0.42346725,0.5765327,1.0
VJRUALFJ_CDS_3995,0.0060373466,0.9939626,1.0
VJRUALFJ_CDS_5305,0.12159207,0.87840796,1.0
VJRUALFJ_CDS_3519,0.028374404,0.97162557,1.0
VJRUALFJ_CDS_3523,0.012523733,0.9874763,1.0
CTEQJGGC_CDS_0634,0.0057518743,0.99424815,1.0
CTEQJGGC_CDS_3375,0.018681033,0.98131895,1.0
CTEQJGGC_CDS_0852,0.04532649,0.95467347,1.0
CTEQJGGC_CDS_1090,0.010830626,0.98916936,1.0
CTEQJGGC_CDS_2602,0.009439108,0.99056095,1.0
CTEQJGGC_CDS_1974,0.027446982,0.972553,1.0
CTEQJGGC_CDS_2446,0.37265858,0.62734145,1.0
LMTZREQN_CDS_2237,0.023480328,0.9765197,1.0
LMTZREQN_CDS_7140,0.0064707054,0.99352926,1.0
LMTZREQN_CDS_5779,0.12146668,0.87853336,1.0
LMTZREQN_CDS_1866,0.0077982927,0.9922017,1.0
LMTZREQN_CDS_6502,0.00823572,0.99176425,1.0
LMTZREQN_CDS_5201,0.006444914,0.993555,1.0
LMTZREQN_CDS_4174,0.026456626,0.9735434,1.0
LMTZREQN_CDS_4565,0.1429642,0.8570358,1.0
LMTZREQN_CDS_7280,0.14804447,0.85195553,1.0
LMTZREQN_CDS_5509,0.49350947,0.50649047,1.0
LMTZREQN_CDS_7512,0.013145064,0.9868549,1.0
LMTZREQN_CDS_6274,0.27229026,0.7277098,1.0
LMTZREQN_CDS_6276,0.007067576,0.99293244,1.0
LMTZREQN_CDS_5759,0.015335459,0.9846645,1.0
LMTZREQN_CDS_5764,0.011328,0.988672,1.0
LMTZREQN_CDS_5297,0.0065814108,0.9934186,1.0
LDSWDQKS_CDS_4712,0.41584018,0.5841598,1.0
LDSWDQKS_CDS_3628,0.024228128,0.97577184,1.0
LDSWDQKS_CDS_0210,0.009786349,0.9902137,1.0
LDSWDQKS_CDS_5068,0.057617623,0.94238234,1.0
LDSWDQKS_CDS_1236,0.12316941,0.87683064,1.0
LDSWDQKS_CDS_5078,0.44129208,0.5587079,1.0
LDSWDQKS_CDS_2590,0.042473726,0.95752627,1.0
LDSWDQKS_CDS_3352,0.0141936075,0.9858064,1.0
LDSWDQKS_CDS_2890,0.0065284004,0.9934716,1.0
LDSWDQKS_CDS_4911,0.00805827,0.9919417,1.0
LDSWDQKS_CDS_5316,0.024209537,0.97579044,1.0
LDSWDQKS_CDS_5319,0.011521089,0.98847896,1.0
LDSWDQKS_CDS_3877,0.014865654,0.98513436,1.0
LDSWDQKS_CDS_5446,0.009841652,0.9901584,1.0
LDSWDQKS_CDS_4355,0.020639816,0.9793602,1.0
ZORUPCZG_CDS_1356,0.2926492,0.7073508,1.0
ZORUPCZG_CDS_6634,0.010152842,0.9898471,1.0
ZORUPCZG_CDS_2083,0.13531043,0.8646896,1.0
ZORUPCZG_CDS_2762,0.013362753,0.98663723,1.0
ZORUPCZG_CDS_5479,0.0102209095,0.98977906,1.0
ZORUPCZG_CDS_4995,0.0098452065,0.99015474,1.0
ZORUPCZG_CDS_6297,0.06065166,0.93934834,1.0
ZORUPCZG_CDS_7017,0.0037966482,0.99620336,1.0
ZORUPCZG_CDS_4453,0.015125571,0.9848744,1.0
ZORUPCZG_CDS_2834,0.11450812,0.88549185,1.0
ZORUPCZG_CDS_0132,0.013437069,0.98656285,1.0
ZORUPCZG_CDS_0135,0.005835234,0.99416476,1.0
ZORUPCZG_CDS_5589,0.01332945,0.98667055,1.0
ZORUPCZG_CDS_1453,0.0331201,0.96687984,1.0
ZORUPCZG_CDS_3182,0.17013523,0.82986474,1.0
ZORUPCZG_CDS_0786,0.01995123,0.9800488,1.0
ZORUPCZG_CDS_6408,0.36585844,0.63414156,1.0
GBIPGGUF_CDS_5062,0.025946243,0.9740537,1.0
GBIPGGUF_CDS_5065,0.015855402,0.98414457,1.0
GBIPGGUF_CDS_0004,0.012192927,0.9878071,1.0
GBIPGGUF_CDS_0359,0.019036818,0.98096323,1.0
GBIPGGUF_CDS_3768,0.008356023,0.99164397,1.0
